28,0
21,0
19,0
18,0
49,1
16,0
44,1
33,1
31,1
28,0
36,1
27,0
43,1
19,0
15,0
43,1
33,1
36,1
38,1
21,0
42,1
28,0
50,1
28,0
50,1
27,0
15,0
18,0
48,1
26,0
42,1
26,0
34,1
15,0
50,1
15,0
34,1
28,0
31,1
16,0
41,1
42,1
25,0
36,1
26,0
38,1
34,1
31,1
17,0
18,0
21,0
16,0
28,0
17,0
20,0
35,1
43,1
34,1
45,1
46,1
34,1
28,0
32,1
38,1
30,1
33,1
32,1
39,1
20,0
22,0
30,1
29,0
46,1
17,0
27,0
45,1
24,0
21,0
42,1
35,1
19,0
15,0
27,0
45,1
26,0
16,0
23,0
42,1
41,1
42,1
32,1
49,1
16,0
20,0
31,1
18,0
16,0
27,0
32,1
41,1
21,0
23,0
26,0
50,1
37,1
32,1
18,0
37,1
33,1
20,0
50,1
44,1
28,0
18,0
33,1
44,1
27,0
48,1
35,1
39,1
38,1
20,0
50,1
39,1
29,0
22,0
47,1
36,1
18,0
45,1
45,1
42,1
20,0
30,1
43,1
44,1
32,1
17,0
18,0
45,1
28,0
26,0
46,1
47,1
15,0
30,1
28,0
23,0
18,0
18,0
49,1
16,0
23,0
24,0
25,0
29,0
22,0
39,1
50,1
28,0
16,0
36,1
43,1
23,0
17,0
31,1
18,0
38,1
33,1
21,0
15,0
29,0
18,0
26,0
34,1
21,0
25,0
23,0
28,0
19,0
49,1
30,1
31,1
26,0
29,0
40,1
48,1
20,0
31,1
20,0
47,1
19,0
42,1
49,1
20,0
48,1
25,0
37,1
33,1
26,0
23,0
28,0
32,1
44,1
50,1
41,1
40,1
33,1
31,1
24,0
18,0
24,0
36,1
25,0
26,0
16,0
21,0
26,0
25,0
47,1
24,0
39,1
41,1
21,0
46,1
22,0
31,1
45,1
49,1
19,0
22,0
26,0
38,1
18,0
23,0
23,0
26,0
29,0
16,0
31,1
15,0
31,1
40,1
23,0
35,1
25,0
48,1
24,0
20,0
33,1
44,1
26,0
28,0
38,1
45,1
33,1
25,0
31,1
49,1
22,0
19,0
41,1
34,1
26,0
49,1
18,0
29,0
21,0
41,1
27,0
24,0
26,0
17,0
22,0
43,1
28,0
37,1
26,0
27,0
25,0
46,1
50,1
19,0
23,0
32,1
15,0
28,0
39,1
26,0
49,1
30,1
38,1
15,0
15,0
36,1
30,1
18,0
34,1
21,0
36,1
37,1
50,1
28,0
31,1
42,1
24,0
47,1
25,0
47,1
20,0
35,1
25,0
21,0
33,1
35,1
45,1
28,0
32,1
40,1
23,0
17,0
26,0
49,1
32,1
25,0
24,0
31,1
38,1
30,1
17,0
23,0
18,0
34,1
34,1
23,0
49,1
25,0
28,0
32,1
28,0
39,1
47,1
27,0
37,1
30,1
19,0
24,0
30,1
48,1
15,0
42,1
17,0
21,0
47,1
34,1
23,0
34,1
31,1
15,0
43,1
48,1
32,1
47,1
15,0
29,0
21,0
24,0
26,0
19,0
45,1
24,0
32,1
42,1
46,1
29,0
47,1
18,0
29,0
15,0
19,0
36,1
50,1
16,0
15,0
35,1
48,1
20,0
18,0
22,0
47,1
44,1
36,1
29,0
18,0
22,0
36,1
43,1
23,0
43,1
29,0
36,1
26,0
25,0
24,0
37,1
25,0
37,1
45,1
16,0
40,1
17,0
17,0
25,0
24,0
32,1
38,1
18,0
31,1
40,1
17,0
27,0
35,1
19,0
23,0
26,0
47,1
24,0
26,0
20,0
29,0
21,0
23,0
45,1
15,0
29,0
42,1
35,1
47,1
43,1
49,1
22,0
27,0
27,0
15,0
22,0
50,1
43,1
39,1
18,0
21,0
35,1
27,0
19,0
16,0
29,0
15,0
19,0
39,1
25,0
46,1
39,1
41,1
23,0
37,1
30,1
42,1
22,0
26,0
42,1
19,0
23,0
43,1
31,1
16,0
17,0
22,0
25,0
43,1
25,0
22,0
43,1
25,0
37,1
44,1
26,0
24,0
43,1
23,0
33,1
15,0
31,1
24,0
29,0
22,0
22,0
43,1
29,0
34,1
23,0
18,0
31,1
15,0
38,1
33,1
26,0
35,1
45,1
48,1
33,1
17,0
21,0
25,0
21,0
19,0
19,0
50,1
15,0
20,0
37,1
34,1
15,0
48,1
46,1
49,1
35,1
47,1
36,1
35,1
43,1
22,0
35,1
36,1
19,0
50,1
26,0
43,1
17,0
15,0
31,1
20,0
44,1
32,1
37,1
21,0
20,0
30,1
23,0
28,0
15,0
37,1
45,1
33,1
27,0
37,1
28,0
39,1
43,1
41,1
21,0
36,1
49,1
27,0
27,0
44,1
21,0
27,0
15,0
28,0
21,0
24,0
29,0
32,1
33,1
43,1
28,0
18,0
27,0
50,1
27,0
18,0
48,1
22,0
43,1
41,1
50,1
32,1
48,1
28,0
46,1
34,1
39,1
47,1
31,1
16,0
39,1
36,1
42,1
44,1
31,1
29,0
35,1
37,1
43,1
32,1
17,0
46,1
49,1
29,0
16,0
44,1
35,1
41,1
34,1
22,0
41,1
17,0
21,0
26,0
31,1
41,1
26,0
32,1
29,0
16,0
16,0
45,1
50,1
40,1
36,1
40,1
19,0
47,1
49,1
22,0
21,0
15,0
34,1
43,1
47,1
28,0
33,1
33,1
25,0
37,1
44,1
29,0
34,1
27,0
28,0
41,1
21,0
26,0
24,0
27,0
17,0
27,0
28,0
30,1
23,0
38,1
28,0
27,0
34,1
30,1
37,1
23,0
16,0
24,0
22,0
30,1
35,1
31,1
20,0
20,0
38,1
48,1
29,0
18,0
36,1
40,1
25,0
16,0
31,1
32,1
38,1
49,1
48,1
39,1
30,1
25,0
15,0
18,0
41,1
30,1
49,1
17,0
44,1
25,0
24,0
28,0
21,0
24,0
25,0
30,1
29,0
18,0
20,0
25,0
46,1
32,1
31,1
16,0
21,0
33,1
26,0
22,0
41,1
28,0
30,1
17,0
17,0
27,0
23,0
45,1
50,1
40,1
23,0
30,1
15,0
21,0
17,0
22,0
34,1
21,0
25,0
45,1
49,1
26,0
36,1
30,1
29,0
37,1
23,0
29,0
26,0
33,1
47,1
37,1
38,1
36,1
26,0
21,0
45,1
36,1
24,0
36,1
20,0
23,0
35,1
41,1
24,0
44,1
17,0
44,1
15,0
15,0
45,1
50,1
16,0
34,1
28,0
25,0
24,0
42,1
22,0
34,1
28,0
48,1
36,1
21,0
31,1
22,0
20,0
39,1
22,0
22,0
30,1
30,1
22,0
15,0
37,1
42,1
44,1
39,1
50,1
23,0
23,0
23,0
27,0
29,0
31,1
16,0
23,0
37,1
22,0
16,0
36,1
45,1
27,0
50,1
15,0
21,0
24,0
38,1
36,1
41,1
34,1
35,1
34,1
26,0
18,0
31,1
23,0
44,1
33,1
20,0
17,0
15,0
46,1
15,0
41,1
30,1
23,0
22,0
21,0
43,1
50,1
25,0
34,1
30,1
20,0
39,1
18,0
27,0
36,1
44,1
33,1
25,0
31,1
16,0
32,1
25,0
37,1
17,0
30,1
37,1
45,1
16,0
29,0
33,1
50,1
40,1
25,0
31,1
34,1
39,1
43,1
29,0
36,1
20,0
41,1
38,1
40,1
32,1
24,0
16,0
49,1
38,1
48,1
16,0
45,1
30,1
36,1
32,1
15,0
19,0
20,0
18,0
27,0
24,0
30,1
45,1
22,0
21,0
46,1
22,0
19,0
39,1
15,0
33,1
22,0
49,1
23,0
29,0
42,1
18,0
39,1
24,0
21,0
19,0
18,0
27,0
25,0
22,0
28,0
29,0
37,1
20,0
30,1
19,0
39,1
38,1
43,1
50,1
22,0
19,0
36,1
29,0
18,0
40,1
26,0
16,0
40,1
20,0
49,1
46,1
35,1
24,0
22,0
29,0
15,0
34,1
29,0
38,1
19,0
19,0
32,1
25,0
35,1
21,0
30,1
24,0
47,1
47,1
23,0
30,1
34,1
41,1
17,0
21,0
17,0
21,0
47,1
16,0
36,1
17,0
18,0
32,1
18,0
24,0
20,0
42,1
46,1
22,0
43,1
21,0
17,0
44,1
37,1
30,1
25,0
25,0
50,1
28,0
34,1
20,0
36,1
20,0
30,1
18,0
16,0
20,0
27,0
21,0
25,0
50,1
22,0
26,0
50,1
29,0
39,1
50,1
21,0
17,0
16,0
36,1
48,1
22,0
46,1
